transaction_id,date,amount,signed_amount,type,account_id,merchant,category,transaction_flag
TXN0969,13-03-2024,88470,-88470,DEBIT,ACC432,Flipkart,Food,High Value
TXN0970,27-01-2024,21878,21878,CREDIT,ACC359,Flipkart,Travel,Normal
TXN0971,18-02-2024,83579,83579,CREDIT,ACC980,Nike,Shopping,High Value
TXN0972,25-02-2024,59822,59822,CREDIT,ACC529,Flipkart,Shopping,High Value
TXN0973,03-01-2024,73169,73169,CREDIT,ACC706,Flipkart,Income,High Value
TXN0974,06-01-2024,37355,-37355,DEBIT,ACC327,Uber,Income,Normal
TXN0975,27-03-2024,56561,56561,CREDIT,ACC275,Swiggy,Food,High Value
TXN0976,19-02-2024,63400,-63400,DEBIT,ACC740,Flipkart,Travel,High Value
TXN0977,15-02-2024,53942,-53942,DEBIT,ACC642,Apple,Income,High Value
TXN0978,12-03-2024,85967,-85967,DEBIT,ACC803,Walmart,Electronics,High Value
TXN0979,29-02-2024,54158,54158,CREDIT,ACC271,Nike,Travel,High Value
TXN0980,26-03-2024,99652,-99652,DEBIT,ACC623,Walmart,Travel,High Value
TXN0981,12-03-2024,86381,86381,CREDIT,ACC379,Nike,Electronics,High Value
TXN0982,31-01-2024,32939,-32939,DEBIT,ACC294,Nike,Travel,Normal
TXN0983,11-02-2024,48640,-48640,DEBIT,ACC981,Swiggy,Income,Normal
TXN0984,24-01-2024,66955,-66955,DEBIT,ACC414,Bonus,Electronics,High Value
TXN0985,12-02-2024,64003,64003,CREDIT,ACC572,Walmart,Electronics,High Value
TXN0986,02-01-2024,87462,87462,CREDIT,ACC136,Bonus,Shopping,High Value
TXN0987,24-03-2024,62767,62767,CREDIT,ACC469,Salary,Electronics,High Value
TXN0988,19-03-2024,77369,77369,CREDIT,ACC360,Uber,Travel,High Value
TXN0989,24-02-2024,30134,30134,CREDIT,ACC495,Flipkart,Food,Normal
TXN0990,13-01-2024,47385,-47385,DEBIT,ACC242,Apple,Electronics,Normal
TXN0991,08-03-2024,13189,-13189,DEBIT,ACC564,Zara,Shopping,Normal
TXN0992,03-01-2024,79191,79191,CREDIT,ACC936,Uber,Shopping,High Value
TXN0993,01-02-2024,99668,99668,CREDIT,ACC100,Bonus,Food,High Value
TXN0994,19-02-2024,16722,16722,CREDIT,ACC709,Walmart,Travel,Normal
TXN0995,19-03-2024,80240,-80240,DEBIT,ACC780,Walmart,Food,High Value
TXN0996,06-03-2024,64793,-64793,DEBIT,ACC511,Bonus,Electronics,High Value
TXN0997,21-03-2024,15321,15321,CREDIT,ACC517,Apple,Food,Normal
TXN0998,27-01-2024,6555,-6555,DEBIT,ACC183,Salary,Shopping,Normal
TXN0999,09-01-2024,59357,-59357,DEBIT,ACC380,Zara,Electronics,High Value
TXN1000,25-01-2024,38080,-38080,DEBIT,ACC834,Apple,Food,Normal
